Season,Slot,StrongSeed,WeakSeed,StrTeamID,WkTeamID,StrTeamName,WkTeamName
2011,R1X4,X04,X13,1400,1324,Texas,Oakland
2011,R1X5,X05,X12,1112,1272,Arizona,Memphis
2011,R1X6,X06,X11,1153,1281,Cincinnati,Missouri
2011,R1X7,X07,X10,1396,1336,Temple,Penn St
2011,R1X8,X08,X09,1276,1397,Michigan,Tennessee
2011,R1Y1,Y01,Y16,1338,,Pittsburgh,
2011,R1Y2,Y02,Y15,1196,1364,Florida,UC Santa Barbara
2011,R1Y3,Y03,Y14,1140,1459,BYU,Wofford
2011,R1Y4,Y04,Y13,1458,1125,Wisconsin,Belmont
2011,R1Y5,Y05,Y12,1243,1429,Kansas St,Utah St
2011,R1Y6,Y06,Y11,1385,1211,St John's,Gonzaga
2011,R1Y7,Y07,Y10,1417,1277,UCLA,Michigan St
2011,R1Y8,Y08,Y09,1139,1330,Butler,Old Dominion
2011,R1Z1,Z01,Z16,1242,1131,Kansas,Boston Univ
2011,R1Z2,Z02,Z15,1323,1103,Notre Dame,Akron
2011,R1Z3,Z03,Z14,1345,1389,Purdue,St Peter's
2011,R1Z4,Z04,Z13,1257,1287,Louisville,Morehead St
2011,R1Z5,Z05,Z12,1435,1350,Vanderbilt,Richmond
2011,R1Z6,Z06,Z11,1207,,Georgetown,
2011,R1Z7,Z07,Z10,1401,1199,Texas A&M,Florida St
2011,R1Z8,Z08,Z09,1424,1228,UNLV,Illinois
2011,W12,W12a,W12b,1155,1412,Clemson,UAB
2011,W16,W16a,W16b,1106,1427,Alabama St,UT San Antonio
2011,Y16,Y16a,Y16b,1114,1421,Ark Little Rock,UNC Asheville
2011,Z11,Z11a,Z11b,1425,1433,USC,VCU
2012,R1W1,W01,W16,1393,1421,Syracuse,UNC Asheville
2012,R1W2,W02,W15,1326,1259,Ohio St,Loyola MD
2012,R1W3,W03,W14,1199,1382,Florida St,St Bonaventure
2012,R1W4,W04,W13,1458,1285,Wisconsin,Montana
2012,R1W5,W05,W12,1435,1217,Vanderbilt,Harvard
2012,R1W6,W06,W11,1153,1400,Cincinnati,Texas
2012,R1W7,W07,W10,1211,1452,Gonzaga,West Virginia
2012,R1W8,W08,W09,1243,1379,Kansas St,Southern Miss
2012,R1X1,X01,X16,1314,,North Carolina,
2012,R1X2,X02,X15,1242,1178,Kansas,Detroit
2012,R1X3,X03,X14,1207,1125,Georgetown,Belmont
2012,R1X4,X04,X13,1276,1325,Michigan,Ohio
2012,R1X5,X05,X12,1396,,Temple,
2012,R1X6,X06,X11,1361,1301,San Diego St,NC State
2012,R1X7,X07,X10,1388,1345,St Mary's CA,Purdue
2012,R1X8,X08,X09,1166,1104,Creighton,Alabama
2012,R1Y1,Y01,Y16,1246,,Kentucky,
2012,R1Y2,Y02,Y15,1181,1250,Duke,Lehigh
2012,R1Y3,Y03,Y14,1124,1355,Baylor,S Dakota St
2012,R1Y4,Y04,Y13,1231,1308,Indiana,New Mexico St
2012,R1Y5,Y05,Y12,1455,1433,Wichita St,VCU
2012,R1Y6,Y06,Y11,1424,1160,UNLV,Colorado
2012,R1Y7,Y07,Y10,1323,1462,Notre Dame,Xavier
2012,R1Y8,Y08,Y09,1235,1163,Iowa St,Connecticut
2012,R1Z1,Z01,Z16,1277,1254,Michigan St,LIU Brooklyn
2012,R1Z2,Z02,Z15,1281,1313,Missouri,Norfolk St
2012,R1Z3,Z03,Z14,1266,,Marquette,
2012,R1Z4,Z04,Z13,1257,1172,Louisville,Davidson
2012,R1Z5,Z05,Z12,1307,1253,New Mexico,Long Beach St
2012,R1Z6,Z06,Z11,1293,1161,Murray St,Colorado St
2012,R1Z7,Z07,Z10,1196,1438,Florida,Virginia
2012,R1Z8,Z08,Z09,1272,1387,Memphis,St Louis
2012,X12,X12a,X12b,1143,1378,California,South Florida
2012,X16,X16a,X16b,1249,1436,Lamar,Vermont
2012,Y16,Y16a,Y16b,1290,1443,MS Valley St,WKU
2012,Z14,Z14a,Z14b,1140,1233,BYU,Iona
2013,R1W1,W01,W16,1231,,Indiana,
2013,R1W2,W02,W15,1274,1334,Miami FL,Pacific
2013,R1W3,W03,W14,1266,1172,Marquette,Davidson
2013,R1W4,W04,W13,1393,1285,Syracuse,Montana
2013,R1W5,W05,W12,1424,1143,UNLV,California
2013,R1W6,W06,W11,1139,1137,Butler,Bucknell
2013,R1W7,W07,W10,1228,1160,Illinois,Colorado
2013,R1W8,W08,W09,1301,1396,NC State,Temple
2013,R1X1,X01,X16,1242,1443,Kansas,WKU
2013,R1X2,X02,X15,1207,1195,Georgetown,FGCU
2013,R1X3,X03,X14,1196,1322,Florida,Northwestern LA
2013,R1X4,X04,X13,1276,1355,Michigan,S Dakota St
2013,R1X5,X05,X12,1433,1103,VCU,Akron
2013,R1X6,X06,X11,1417,1278,UCLA,Minnesota
2013,R1X7,X07,X10,1361,1328,San Diego St,Oklahoma
2013,R1X8,X08,X09,1314,1437,North Carolina,Villanova
2013,R1Y1,Y01,Y16,1257,,Louisville,
2013,R1Y2,Y02,Y15,1181,1107,Duke,SUNY Albany
2013,R1Y3,Y03,Y14,1277,1434,Michigan St,Valparaiso
2013,R1Y4,Y04,Y13,1387,1308,St Louis,New Mexico St
2013,R1Y5,Y05,Y12,1329,1332,Oklahoma St,Oregon
2013,R1Y6,Y06,Y11,1272,,Memphis,
2013,R1Y7,Y07,Y10,1166,1153,Creighton,Cincinnati
2013,R1Y8,Y08,Y09,1161,1281,Colorado St,Missouri
2013,R1Z1,Z01,Z16,1211,1380,Gonzaga,Southern Univ
2013,R1Z2,Z02,Z15,1326,1233,Ohio St,Iona
2013,R1Z3,Z03,Z14,1307,1217,New Mexico,Harvard
2013,R1Z4,Z04,Z13,1243,,Kansas St,
2013,R1Z5,Z05,Z12,1458,1279,Wisconsin,Mississippi
2013,R1Z6,Z06,Z11,1112,1125,Arizona,Belmont
2013,R1Z7,Z07,Z10,1323,1235,Notre Dame,Iowa St
2013,R1Z8,Z08,Z09,1338,1455,Pittsburgh,Wichita St
2013,W16,W16a,W16b,1241,1254,James Madison,LIU Brooklyn
2013,Y11,Y11a,Y11b,1292,1388,MTSU,St Mary's CA
2013,Y16,Y16a,Y16b,1251,1299,Liberty,NC A&T
2013,Z13,Z13a,Z13b,1129,1247,Boise St,La Salle
2014,R1W1,W01,W16,1438,1157,Virginia,Coastal Car
2014,R1W2,W02,W15,1437,1454,Villanova,WI Milwaukee
2014,R1W3,W03,W14,1235,1300,Iowa St,NC Central
2014,R1W4,W04,W13,1277,1174,Michigan St,Delaware
2014,R1W5,W05,W12,1153,1217,Cincinnati,Harvard
2014,R1W6,W06,W11,1314,1344,North Carolina,Providence
2014,R1W7,W07,W10,1163,1386,Connecticut,St Joseph's PA
2014,R1W8,W08,W09,1272,1203,Memphis,G Washington
2014,R1X1,X01,X16,1196,,Florida,
2014,R1X2,X02,X15,1242,1184,Kansas,E Kentucky
2014,R1X3,X03,X14,1393,1444,Syracuse,W Michigan
2014,R1X4,X04,X13,1417,1409,UCLA,Tulsa
2014,R1X5,X05,X12,1433,1372,VCU,SF Austin
2014,R1X6,X06,X11,1326,1173,Ohio St,Dayton
2014,R1X7,X07,X10,1307,1390,New Mexico,Stanford
2014,R1X8,X08,X09,1160,1338,Colorado,Pittsburgh
2014,R1Y1,Y01,Y16,1455,,Wichita St,
2014,R1Y2,Y02,Y15,1276,1459,Michigan,Wofford
2014,R1Y3,Y03,Y14,1181,1273,Duke,Mercer
2014,R1Y4,Y04,Y13,1257,1264,Louisville,Manhattan
2014,R1Y5,Y05,Y12,1387,,St Louis,
2014,R1Y6,Y06,Y11,1269,,Massachusetts,
2014,R1Y7,Y07,Y10,1400,1113,Texas,Arizona St
2014,R1Y8,Y08,Y09,1246,1243,Kentucky,Kansas St
2014,R1Z1,Z01,Z16,1112,1451,Arizona,Weber St
2014,R1Z2,Z02,Z15,1458,1110,Wisconsin,American Univ
2014,R1Z3,Z03,Z14,1166,1418,Creighton,Louisiana
2014,R1Z4,Z04,Z13,1361,1308,San Diego St,New Mexico St
2014,R1Z5,Z05,Z12,1328,1295,Oklahoma,N Dakota St
2014,R1Z6,Z06,Z11,1124,1304,Baylor,Nebraska
2014,R1Z7,Z07,Z10,1332,1140,Oregon,BYU
2014,R1Z8,Z08,Z09,1211,1329,Gonzaga,Oklahoma St
2014,X16,X16a,X16b,1107,1291,SUNY Albany,Mt St Mary's
2014,Y11,Y11a,Y11b,1234,1397,Iowa,Tennessee
2014,Y12,Y12a,Y12b,1301,1462,NC State,Xavier
2014,Y16,Y16a,Y16b,1142,1411,Cal Poly,TX Southern
2015,R1W1,W01,W16,1437,1248,Villanova,Lafayette
2015,R1W2,W02,W15,1438,1125,Virginia,Belmont
2015,R1W3,W03,W14,1328,1107,Oklahoma,SUNY Albany
2015,R1W4,W04,W13,1257,1414,Louisville,UC Irvine
2015,R1W5,W05,W12,1320,1461,Northern Iowa,Wyoming
2015,R1W6,W06,W11,1344,,Providence,
2015,R1W7,W07,W10,1277,1208,Michigan St,Georgia
2015,R1W8,W08,W09,1301,1261,NC State,LSU
2015,R1X1,X01,X16,1181,,Duke,
2015,R1X2,X02,X15,1211,1295,Gonzaga,N Dakota St
2015,R1X3,X03,X14,1235,1412,Iowa St,UAB
2015,R1X4,X04,X13,1207,1186,Georgetown,E Washington
2015,R1X5,X05,X12,1428,1372,Utah,SF Austin
2015,R1X6,X06,X11,1374,1417,SMU,UCLA
2015,R1X7,X07,X10,1234,1172,Iowa,Davidson
2015,R1X8,X08,X09,1361,1385,San Diego St,St John's
2015,R1Y1,Y01,Y16,1246,,Kentucky,
2015,R1Y2,Y02,Y15,1242,1308,Kansas,New Mexico St
2015,R1Y3,Y03,Y14,1323,1318,Notre Dame,Northeastern
2015,R1Y4,Y04,Y13,1268,1434,Maryland,Valparaiso
2015,R1Y5,Y05,Y12,1452,1138,West Virginia,Buffalo
2015,R1Y6,Y06,Y11,1139,1400,Butler,Texas
2015,R1Y7,Y07,Y10,1455,1231,Wichita St,Indiana
2015,R1Y8,Y08,Y09,1153,1345,Cincinnati,Purdue
2015,R1Z1,Z01,Z16,1458,1157,Wisconsin,Coastal Car
2015,R1Z2,Z02,Z15,1112,1411,Arizona,TX Southern
2015,R1Z3,Z03,Z14,1124,1209,Baylor,Georgia St
2015,R1Z4,Z04,Z13,1314,1217,North Carolina,Harvard
2015,R1Z5,Z05,Z12,1116,1459,Arkansas,Wofford
2015,R1Z6,Z06,Z11,1462,,Xavier,
2015,R1Z7,Z07,Z10,1433,1326,VCU,Ohio St
2015,R1Z8,Z08,Z09,1332,1329,Oregon,Oklahoma St
2015,W11,W11a,W11b,1129,1173,Boise St,Dayton
2015,X16,X16a,X16b,1316,1352,North Florida,Robert Morris
2015,Y16,Y16a,Y16b,1214,1264,Hampton,Manhattan
2015,Z11,Z11a,Z11b,1140,1279,BYU,Mississippi
2016,R1W1,W01,W16,1314,,North Carolina,
2016,R1W2,W02,W15,1462,1451,Xavier,Weber St
2016,R1W3,W03,W14,1452,1372,West Virginia,SF Austin
2016,R1W4,W04,W13,1246,1392,Kentucky,Stony Brook
2016,R1W5,W05,W12,1231,1151,Indiana,Chattanooga
2016,R1W6,W06,W11,1323,,Notre Dame,
2016,R1W7,W07,W10,1458,1338,Wisconsin,Pittsburgh
2016,R1W8,W08,W09,1425,1344,USC,Providence
2016,R1X1,X01,X16,1438,1214,Virginia,Hampton
2016,R1X2,X02,X15,1277,1292,Michigan St,MTSU
2016,R1X3,X03,X14,1428,1201,Utah,Fresno St
2016,R1X4,X04,X13,1235,1233,Iowa St,Iona
2016,R1X5,X05,X12,1345,1114,Purdue,Ark Little Rock
2016,R1X6,X06,X11,1371,1211,Seton Hall,Gonzaga
2016,R1X7,X07,X10,1173,1393,Dayton,Syracuse
2016,R1X8,X08,X09,1403,1139,Texas Tech,Butler
2016,R1Y1,Y01,Y16,1242,1122,Kansas,Austin Peay
2016,R1Y2,Y02,Y15,1437,1421,Villanova,UNC Asheville
2016,R1Y3,Y03,Y14,1274,1138,Miami FL,Buffalo
2016,R1Y4,Y04,Y13,1143,1218,California,Hawaii
2016,R1Y5,Y05,Y12,1268,1355,Maryland,S Dakota St
2016,R1Y6,Y06,Y11,1112,,Arizona,
2016,R1Y7,Y07,Y10,1234,1396,Iowa,Temple
2016,R1Y8,Y08,Y09,1160,1163,Colorado,Connecticut
2016,R1Z1,Z01,Z16,1332,,Oregon,
2016,R1Z2,Z02,Z15,1328,1167,Oklahoma,CS Bakersfield
2016,R1Z3,Z03,Z14,1401,1453,Texas A&M,WI Green Bay
2016,R1Z4,Z04,Z13,1181,1423,Duke,UNC Wilmington
2016,R1Z5,Z05,Z12,1124,1463,Baylor,Yale
2016,R1Z6,Z06,Z11,1400,1320,Texas,Northern Iowa
2016,R1Z7,Z07,Z10,1333,1433,Oregon St,VCU
2016,R1Z8,Z08,Z09,1386,1153,St Joseph's PA,Cincinnati
2016,W11,W11a,W11b,1276,1409,Michigan,Tulsa
2016,W16,W16a,W16b,1192,1195,F Dickinson,FGCU
2016,Y11,Y11a,Y11b,1435,1455,Vanderbilt,Wichita St
2016,Z16,Z16a,Z16b,1221,1380,Holy Cross,Southern Univ
2017,R1W1,W01,W16,1437,,Villanova,
2017,R1W2,W02,W15,1181,1407,Duke,Troy
2017,R1W3,W03,W14,1124,1308,Baylor,New Mexico St
2017,R1W4,W04,W13,1196,1190,Florida,ETSU
2017,R1W5,W05,W12,1438,1423,Virginia,UNC Wilmington
2017,R1W6,W06,W11,1374,,SMU,
2017,R1W7,W07,W10,1376,1266,South Carolina,Marquette
2017,R1W8,W08,W09,1458,1439,Wisconsin,Virginia Tech
2017,R1X1,X01,X16,1211,1355,Gonzaga,S Dakota St
2017,R1X2,X02,X15,1112,1315,Arizona,North Dakota
2017,R1X3,X03,X14,1199,1195,Florida St,FGCU
2017,R1X4,X04,X13,1452,1137,West Virginia,Bucknell
2017,R1X5,X05,X12,1323,1343,Notre Dame,Princeton
2017,R1X6,X06,X11,1268,1462,Maryland,Xavier
2017,R1X7,X07,X10,1388,1433,St Mary's CA,VCU
2017,R1X8,X08,X09,1321,1435,Northwestern,Vanderbilt
2017,R1Y1,Y01,Y16,1242,,Kansas,
2017,R1Y2,Y02,Y15,1257,1240,Louisville,Jacksonville St
2017,R1Y3,Y03,Y14,1332,1233,Oregon,Iona
2017,R1Y4,Y04,Y13,1345,1436,Purdue,Vermont
2017,R1Y5,Y05,Y12,1235,1305,Iowa St,Nevada
2017,R1Y6,Y06,Y11,1166,1348,Creighton,Rhode Island
2017,R1Y7,Y07,Y10,1276,1329,Michigan,Oklahoma St
2017,R1Y8,Y08,Y09,1274,1277,Miami FL,Michigan St
2017,R1Z1,Z01,Z16,1314,1411,North Carolina,TX Southern
2017,R1Z2,Z02,Z15,1246,1297,Kentucky,N Kentucky
2017,R1Z3,Z03,Z14,1417,1245,UCLA,Kent
2017,R1Z4,Z04,Z13,1139,1457,Butler,Winthrop
2017,R1Z5,Z05,Z12,1278,1292,Minnesota,MTSU
2017,R1Z6,Z06,Z11,1153,,Cincinnati,
2017,R1Z7,Z07,Z10,1173,1455,Dayton,Wichita St
2017,R1Z8,Z08,Z09,1116,1371,Arkansas,Seton Hall
2017,W11,W11a,W11b,1344,1425,Providence,USC
2017,W16,W16a,W16b,1291,1309,Mt St Mary's,New Orleans
2017,Y16,Y16a,Y16b,1300,1413,NC Central,UC Davis
2017,Z11,Z11a,Z11b,1243,1448,Kansas St,Wake Forest
2018,R1W1,W01,W16,1437,,Villanova,
2018,R1W2,W02,W15,1345,1168,Purdue,CS Fullerton
2018,R1W3,W03,W14,1403,1372,Texas Tech,SF Austin
2018,R1W4,W04,W13,1455,1267,Wichita St,Marshall
2018,R1W5,W05,W12,1452,1293,West Virginia,Murray St
2018,R1W6,W06,W11,1196,,Florida,
2018,R1W7,W07,W10,1116,1139,Arkansas,Butler
2018,R1W8,W08,W09,1439,1104,Virginia Tech,Alabama
2018,R1X1,X01,X16,1242,1335,Kansas,Penn
2018,R1X2,X02,X15,1181,1233,Duke,Iona
2018,R1X3,X03,X14,1277,1137,Michigan St,Bucknell
2018,R1X4,X04,X13,1120,1158,Auburn,Col Charleston
2018,R1X5,X05,X12,1155,1308,Clemson,New Mexico St
2018,R1X6,X06,X11,1395,,TCU,
2018,R1X7,X07,X10,1348,1328,Rhode Island,Oklahoma
2018,R1X8,X08,X09,1371,1301,Seton Hall,NC State
2018,R1Y1,Y01,Y16,1438,1420,Virginia,UMBC
2018,R1Y2,Y02,Y15,1153,1209,Cincinnati,Georgia St
2018,R1Y3,Y03,Y14,1397,1460,Tennessee,Wright St
2018,R1Y4,Y04,Y13,1112,1138,Arizona,Buffalo
2018,R1Y5,Y05,Y12,1246,1172,Kentucky,Davidson
2018,R1Y6,Y06,Y11,1274,1260,Miami FL,Loyola-Chicago
2018,R1Y7,Y07,Y10,1305,1400,Nevada,Texas
2018,R1Y8,Y08,Y09,1166,1243,Creighton,Kansas St
2018,R1Z1,Z01,Z16,1462,,Xavier,
2018,R1Z2,Z02,Z15,1314,1252,North Carolina,Lipscomb
2018,R1Z3,Z03,Z14,1276,1285,Michigan,Montana
2018,R1Z4,Z04,Z13,1211,1422,Gonzaga,UNC Greensboro
2018,R1Z5,Z05,Z12,1326,1355,Ohio St,S Dakota St
2018,R1Z6,Z06,Z11,1222,1361,Houston,San Diego St
2018,R1Z7,Z07,Z10,1401,1344,Texas A&M,Providence
2018,R1Z8,Z08,Z09,1281,1199,Missouri,Florida St
2018,W11,W11a,W11b,1382,1417,St Bonaventure,UCLA
2018,W16,W16a,W16b,1254,1347,LIU Brooklyn,Radford
2018,X11,X11a,X11b,1113,1393,Arizona St,Syracuse
2018,Z16,Z16a,Z16b,1300,1411,NC Central,TX Southern
2019,R1W1,W01,W16,1181,,Duke,
2019,R1W2,W02,W15,1277,1133,Michigan St,Bradley
2019,R1W3,W03,W14,1261,1463,LSU,Yale
2019,R1W4,W04,W13,1439,1387,Virginia Tech,St Louis
2019,R1W5,W05,W12,1280,1251,Mississippi St,Liberty
2019,R1W6,W06,W11,1268,,Maryland,
2019,R1W7,W07,W10,1257,1278,Louisville,Minnesota
2019,R1W8,W08,W09,1433,1416,VCU,UCF
2019,R1X1,X01,X16,1211,,Gonzaga,
2019,R1X2,X02,X15,1276,1285,Michigan,Montana
2019,R1X3,X03,X14,1403,1297,Texas Tech,N Kentucky
2019,R1X4,X04,X13,1199,1436,Florida St,Vermont
2019,R1X5,X05,X12,1266,1293,Marquette,Murray St
2019,R1X6,X06,X11,1138,,Buffalo,
2019,R1X7,X07,X10,1305,1196,Nevada,Florida
2019,R1X8,X08,X09,1393,1124,Syracuse,Baylor
2019,R1Y1,Y01,Y16,1314,1233,North Carolina,Iona
2019,R1Y2,Y02,Y15,1246,1101,Kentucky,Abilene Chr
2019,R1Y3,Y03,Y14,1222,1209,Houston,Georgia St
2019,R1Y4,Y04,Y13,1242,1318,Kansas,Northeastern
2019,R1Y5,Y05,Y12,1120,1308,Auburn,New Mexico St
2019,R1Y6,Y06,Y11,1235,1326,Iowa St,Ohio St
2019,R1Y7,Y07,Y10,1459,1371,Wofford,Seton Hall
2019,R1Y8,Y08,Y09,1429,1449,Utah St,Washington
2019,R1Z1,Z01,Z16,1438,1205,Virginia,Gardner Webb
2019,R1Z2,Z02,Z15,1397,1159,Tennessee,Colgate
2019,R1Z3,Z03,Z14,1345,1330,Purdue,Old Dominion
2019,R1Z4,Z04,Z13,1243,1414,Kansas St,UC Irvine
2019,R1Z5,Z05,Z12,1458,1332,Wisconsin,Oregon
2019,R1Z6,Z06,Z11,1437,1388,Villanova,St Mary's CA
2019,R1Z7,Z07,Z10,1153,1234,Cincinnati,Iowa
2019,R1Z8,Z08,Z09,1279,1328,Mississippi,Oklahoma
2019,W11,W11a,W11b,1125,1396,Belmont,Temple
2019,W16,W16a,W16b,1295,1300,N Dakota St,NC Central
2019,X11,X11a,X11b,1113,1385,Arizona St,St John's
2019,X16,X16a,X16b,1192,1341,F Dickinson,Prairie View
2021,R1W1,W01,W16,1276,,Michigan,
2021,R1W2,W02,W15,1104,1233,Alabama,Iona
2021,R1W3,W03,W14,1400,1101,Texas,Abilene Chr
2021,R1W4,W04,W13,1199,1422,Florida St,UNC Greensboro
2021,R1W5,W05,W12,1160,1207,Colorado,Georgetown
2021,R1W6,W06,W11,1140,,BYU,
2021,R1W7,W07,W10,1163,1268,Connecticut,Maryland
2021,R1W8,W08,W09,1261,1382,LSU,St Bonaventure
2021,R1X1,X01,X16,1211,,Gonzaga,
2021,R1X2,X02,X15,1234,1213,Iowa,Grand Canyon
2021,R1X3,X03,X14,1242,1186,Kansas,E Washington
2021,R1X4,X04,X13,1438,1325,Virginia,Ohio
2021,R1X5,X05,X12,1166,1364,Creighton,UC Santa Barbara
2021,R1X6,X06,X11,1425,,USC,
2021,R1X7,X07,X10,1332,1433,Oregon,VCU
2021,R1X8,X08,X09,1328,1281,Oklahoma,Missouri
2021,R1Y1,Y01,Y16,1228,1180,Illinois,Drexel
2021,R1Y2,Y02,Y15,1222,1156,Houston,Cleveland St
2021,R1Y3,Y03,Y14,1452,1287,West Virginia,Morehead St
2021,R1Y4,Y04,Y13,1329,1251,Oklahoma St,Liberty
2021,R1Y5,Y05,Y12,1397,1333,Tennessee,Oregon St
2021,R1Y6,Y06,Y11,1361,1393,San Diego St,Syracuse
2021,R1Y7,Y07,Y10,1155,1353,Clemson,Rutgers
2021,R1Y8,Y08,Y09,1260,1210,Loyola-Chicago,Georgia Tech
2021,R1Z1,Z01,Z16,1124,1216,Baylor,Hartford
2021,R1Z2,Z02,Z15,1326,1331,Ohio St,Oral Roberts
2021,R1Z3,Z03,Z14,1116,1159,Arkansas,Colgate
2021,R1Z4,Z04,Z13,1345,1317,Purdue,North Texas
2021,R1Z5,Z05,Z12,1437,1457,Villanova,Winthrop
2021,R1Z6,Z06,Z11,1403,1429,Texas Tech,Utah St
2021,R1Z7,Z07,Z10,1196,1439,Florida,Virginia Tech
2021,R1Z8,Z08,Z09,1314,1458,North Carolina,Wisconsin
2021,W11,W11a,W11b,1277,1417,Michigan St,UCLA
2021,W16,W16a,W16b,1291,1411,Mt St Mary's,TX Southern
2021,X11,X11a,X11b,1179,1455,Drake,Wichita St
2021,X16,X16a,X16b,1111,1313,Appalachian St,Norfolk St
2022,R1W1,W01,W16,1124,1313,Baylor,Norfolk St
2022,R1W2,W02,W15,1246,1389,Kentucky,St Peter's
2022,R1W3,W03,W14,1345,1463,Purdue,Yale
2022,R1W4,W04,W13,1417,1103,UCLA,Akron
2022,R1W5,W05,W12,1388,,St Mary's CA,
2022,R1W6,W06,W11,1400,1439,Texas,Virginia Tech
2022,R1W7,W07,W10,1293,1362,Murray St,San Francisco
2022,R1W8,W08,W09,1314,1266,North Carolina,Marquette
2022,R1X1,X01,X16,1211,1209,Gonzaga,Georgia St
2022,R1X2,X02,X15,1181,1168,Duke,CS Fullerton
2022,R1X3,X03,X14,1403,1286,Texas Tech,Montana St
2022,R1X4,X04,X13,1116,1436,Arkansas,Vermont
2022,R1X5,X05,X12,1163,1308,Connecticut,New Mexico St
2022,R1X6,X06,X11,1104,,Alabama,
2022,R1X7,X07,X10,1277,1172,Michigan St,Davidson
2022,R1X8,X08,X09,1129,1272,Boise St,Memphis
2022,R1Y1,Y01,Y16,1242,,Kansas,
2022,R1Y2,Y02,Y15,1120,1240,Auburn,Jacksonville St
2022,R1Y3,Y03,Y14,1458,1159,Wisconsin,Colgate
2022,R1Y4,Y04,Y13,1344,1355,Providence,S Dakota St
2022,R1Y5,Y05,Y12,1234,1350,Iowa,Richmond
2022,R1Y6,Y06,Y11,1261,1235,LSU,Iowa St
2022,R1Y7,Y07,Y10,1425,1274,USC,Miami FL
2022,R1Y8,Y08,Y09,1361,1166,San Diego St,Creighton
2022,R1Z1,Z01,Z16,1112,,Arizona,
2022,R1Z2,Z02,Z15,1437,1174,Villanova,Delaware
2022,R1Z3,Z03,Z14,1397,1255,Tennessee,Longwood
2022,R1Z4,Z04,Z13,1228,1151,Illinois,Chattanooga
2022,R1Z5,Z05,Z12,1222,1412,Houston,UAB
2022,R1Z6,Z06,Z11,1161,1276,Colorado St,Michigan
2022,R1Z7,Z07,Z10,1326,1260,Ohio St,Loyola-Chicago
2022,R1Z8,Z08,Z09,1371,1395,Seton Hall,TCU
2022,W12,W12a,W12b,1231,1461,Indiana,Wyoming
2022,X11,X11a,X11b,1323,1353,Notre Dame,Rutgers
2022,Y16,Y16a,Y16b,1394,1411,TAM C. Christi,TX Southern
2022,Z16,Z16a,Z16b,1136,1460,Bryant,Wright St
2023,R1W1,W01,W16,1345,,Purdue,
2023,R1W2,W02,W15,1266,1436,Marquette,Vermont
2023,R1W3,W03,W14,1243,1286,Kansas St,Montana St
2023,R1W4,W04,W13,1397,1418,Tennessee,Louisiana
2023,R1W5,W05,W12,1181,1331,Duke,Oral Roberts
2023,R1W6,W06,W11,1246,1344,Kentucky,Providence
2023,R1W7,W07,W10,1277,1425,Michigan St,USC
2023,R1W8,W08,W09,1272,1194,Memphis,FL Atlantic
2023,R1X1,X01,X16,1104,,Alabama,
2023,R1X2,X02,X15,1112,1343,Arizona,Princeton
2023,R1X3,X03,X14,1124,1364,Baylor,UC Santa Barbara
2023,R1X4,X04,X13,1438,1202,Virginia,Furman
2023,R1X5,X05,X12,1361,1158,San Diego St,Col Charleston
2023,R1X6,X06,X11,1166,1301,Creighton,NC State
2023,R1X7,X07,X10,1281,1429,Missouri,Utah St
2023,R1X8,X08,X09,1268,1452,Maryland,West Virginia
2023,R1Y1,Y01,Y16,1222,1297,Houston,N Kentucky
2023,R1Y2,Y02,Y15,1400,1159,Texas,Colgate
2023,R1Y3,Y03,Y14,1462,1244,Xavier,Kennesaw
2023,R1Y4,Y04,Y13,1231,1245,Indiana,Kent
2023,R1Y5,Y05,Y12,1274,1179,Miami FL,Drake
2023,R1Y6,Y06,Y11,1235,,Iowa St,
2023,R1Y7,Y07,Y10,1401,1336,Texas A&M,Penn St
2023,R1Y8,Y08,Y09,1234,1120,Iowa,Auburn
2023,R1Z1,Z01,Z16,1242,1224,Kansas,Howard
2023,R1Z2,Z02,Z15,1417,1421,UCLA,UNC Asheville
2023,R1Z3,Z03,Z14,1211,1213,Gonzaga,Grand Canyon
2023,R1Z4,Z04,Z13,1163,1233,Connecticut,Iona
2023,R1Z5,Z05,Z12,1388,1433,St Mary's CA,VCU
2023,R1Z6,Z06,Z11,1395,,TCU,
2023,R1Z7,Z07,Z10,1321,1129,Northwestern,Boise St
2023,R1Z8,Z08,Z09,1116,1228,Arkansas,Illinois
2023,W16,W16a,W16b,1192,1411,F Dickinson,TX Southern
2023,X16,X16a,X16b,1369,1394,SE Missouri St,TAM C. Christi
2023,Y11,Y11a,Y11b,1280,1338,Mississippi St,Pittsburgh
2023,Z11,Z11a,Z11b,1113,1305,Arizona St,Nevada
2024,R1W1,W01,W16,1163,1391,Connecticut,Stetson
2024,R1W2,W02,W15,1235,1355,Iowa St,S Dakota St
2024,R1W3,W03,W14,1228,1287,Illinois,Morehead St
2024,R1W4,W04,W13,1120,1463,Auburn,Yale
2024,R1W5,W05,W12,1361,1412,San Diego St,UAB
2024,R1W6,W06,W11,1140,1182,BYU,Duquesne
2024,R1W7,W07,W10,1450,1179,Washington St,Drake
2024,R1W8,W08,W09,1194,1321,FL Atlantic,Northwestern
2024,R1X1,X01,X16,1314,,North Carolina,
2024,R1X2,X02,X15,1112,1253,Arizona,Long Beach St
2024,R1X3,X03,X14,1124,1159,Baylor,Colgate
2024,R1X4,X04,X13,1104,1158,Alabama,Col Charleston
